MAP INDEX,MUNICIPALITY,BARANGAY,LOT NO. ,SURVEY NO.,TCT NO.,TD NO. ,REGISTERED OWNER,AREA (SQM),AREA (HA),AGREEMENT GROUP,AGREEMENT DOC TYPE,PROPERTY DOCUMENT NO.,AGREEMENT TYPE,AGREEMENT AREA (SQM),AGREEMENT AREA (HA),PRICE/SQM,LAND VALUE,INFUSION STATUS,INFUSED AREA (SQM),INFUSION AREA (HA),INFUSION DATE,INFUSION YEAR,INFUSION REMARKS,INFUSION BATCH,DATE OF TITLE TRANSFER,ACQUISITION GROUP,ACQUISITION CLASS,LAND GROUP,ESTATE LANDS,CLEAN-UP BATCH,CLEAN-UP STATUS,CLEAN-UP TIMELINE,LEGAL REMARKS,TD CLASSIFICATION,DAR STATUS,DATE DAR GRANTED,DAR REFERENCE NO.,CERTIFICATE OF FINALITY,LIAISON REMARKS,CURRENT DOC TYPE,DOCUMENT CONTROL,GIS STATUS,GIS REMARKS,DATE UPDATED,UPDATE LOG,PROJECT,ZONAL VALUE,ZONAL VALUE PRICE/SQM,LAND VALUE PER CONTRACT,CONTRACT PRICE/SQM,PROJECT ALLOCATION,LAND USE CLASSIFICATION,BD INDEX,DOCUMENT LINK,IMAGE LINK
RALI-0169,CARMONA,MABUHAY,1033,,No Title,,AMBROSIO RESTRIVERA,15529,1.5529,GROUP 4,TD,TD-2578(6771-A),ORIGINAL,15529,1.5529,1850,28728650,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Included,BATCH 5,RALI-GROUP 4,6-10 Years,"• With pending legal case (LEONARDO RESTRIVERA, et al. vs MILAGROS ALUMIA AMBAYEC, et al. case)",AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,MAPPED,FOR PLOTTING - TECH DESC READY,,,,26399300,1700,28728650,1850,No Project Allocation,TBD,No ID/Unmapped,,
RALI-0170,CARMONA,MABUHAY,1027,,No Title,,AMBROSIO RESTRIVERA,10613,1.0613,GROUP 4,TD,TD-2577,ORIGINAL,10613,1.0613,1850,19634050,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Included,BATCH 5,RALI-GROUP 4,6-10 Years,"• With pending legal case (LEONARDO RESTRIVERA, et al. vs MILAGROS ALUMIA AMBAYEC, et al. case)",AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,UPLOADED ON DRIVE,MAPPED,FOR PLOTTING - TECH DESC READY,,,,18042100,1700,19634050,1850,No Project Allocation,TBD,No ID/Unmapped,,
RALI-0171,CARMONA,MABUHAY,1036-L,CAD 285-D,No Title,,FLORENCIA CARDONA,1834,0.1834,GROUP 4,TD,TD-1646,ORIGINAL,1834,0.1834,1850,3392900,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Not Included,BATCH 5,RALI-GROUP 4,More than 10 years,• With pending legal issue/s (Titling Reqts),AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,MAPPED,PLOTTED TECHNICAL DESCRIPTION,,,,3117800,1700,3392900,1850,No Project Allocation,TBD,No ID/Unmapped,,
RALI-0172,CARMONA,MABUHAY,1036-K,CAD 285-D,No Title,,"ROYAL ASIA LAND, INC.",1428,0.1428,GROUP 4,TD,TD-1645,ORIGINAL,1428,0.1428,1850,2641800,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Not Included,BATCH 5,RALI-GROUP 4,More than 10 years,• With pending legal issue/s (Titling Reqts),AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,MAPPED,PLOTTED TECHNICAL DESCRIPTION,,,,2427600,1700,2641800,1850,No Project Allocation,TBD,No ID/Unmapped,,
RALI-0173,CARMONA,MABUHAY,1186-F,CAD 285-D,No Title,,"ROYAL ASIA LAND, INC.",1532,0.1532,GROUP 4,TD,TD-1644,ORIGINAL,1532,0.1532,1850,2834200,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Not Included,BATCH 5,RALI-GROUP 4,More than 10 years,• With pending legal issue/s (Titling Reqts),AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,MAPPED,PLOTTED TECHNICAL DESCRIPTION,,,,2604400,1700,2834200,1850,No Project Allocation,TBD,No ID/Unmapped,,
RALI-0174,CARMONA,MABUHAY,1036-A,CAD 285-D,No Title,,"ROYAL ASIA LAND, INC.",13076,1.3076,GROUP 4,TD,TD-1643,ORIGINAL,13076,1.3076,1850,24190600,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Not Included,BATCH 5,RALI-GROUP 4,More than 10 years,• With pending legal issue/s (Titling Reqts),AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,MAPPED,PLOTTED TECHNICAL DESCRIPTION,,,,22229200,1700,24190600,1850,No Project Allocation,TBD,No ID/Unmapped,,
RALI-0175,CARMONA,MABUHAY,1036-C,CAD 285-D,No Title,,"ROYAL ASIA LAND, INC.",13075,1.3075,GROUP 4,TD,TD-2666,ORIGINAL,13075,1.3075,1850,24188750,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Not Included,BATCH 5,RALI-GROUP 4,More than 10 years,• With pending legal issue/s (Titling Reqts),AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,MAPPED,PLOTTED TECHNICAL DESCRIPTION,,,,22227500,1700,24188750,1850,No Project Allocation,TBD,No ID/Unmapped,,
RALI-0176,CARMONA,MABUHAY,1036-F,CAD 285-D,No Title,,"ROYAL ASIA LAND, INC.",1429,0.1429,GROUP 4,TD,TD-2665,ORIGINAL,1429,0.1429,1850,2643650,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Not Included,BATCH 5,RALI-GROUP 4,More than 10 years,• With pending legal issue/s (Titling Reqts),AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,MAPPED,PLOTTED TECHNICAL DESCRIPTION,,,,2429300,1700,2643650,1850,No Project Allocation,TBD,No ID/Unmapped,,
RALI-0177,CARMONA,MABUHAY,1186-E,CAD 285-D,No Title,,"ROYAL ASIA LAND, INC.",1637,0.1637,GROUP 4,TD,TD-2664,ORIGINAL,1637,0.1637,1850,3028450,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Not Included,BATCH 5,RALI-GROUP 4,More than 10 years,• With pending legal issue/s (Titling Reqts),AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,MAPPED,PLOTTED TECHNICAL DESCRIPTION,,,,2782900,1700,3028450,1850,No Project Allocation,TBD,No ID/Unmapped,,
RALI-0178,CARMONA,MABUHAY,1036-D,CAD 285-D,No Title,,"ROYAL ASIA LAND, INC.",11447,1.1447,GROUP 4,TD,TD-2663,ORIGINAL,11447,1.1447,1850,21176950,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Not Included,BATCH 5,RALI-GROUP 4,More than 10 years,• With pending legal issue/s (Titling Reqts),AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,MAPPED,PLOTTED TECHNICAL DESCRIPTION,,,,19459900,1700,21176950,1850,No Project Allocation,TBD,No ID/Unmapped,,
RALI-0179,CARMONA,MABUHAY,1036-G,CAD 285-D,No Title,,"ROYAL ASIA LAND, INC.",1429,0.1429,GROUP 4,TD,TD-2662,ORIGINAL,1429,0.1429,1850,2643650,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Not Included,BATCH 5,RALI-GROUP 4,More than 10 years,• With pending legal issue/s (Titling Reqts),AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,MAPPED,PLOTTED TECHNICAL DESCRIPTION,,,,2429300,1700,2643650,1850,No Project Allocation,TBD,No ID/Unmapped,,
RALI-0180,CARMONA,MABUHAY,1186-A,CAD 285-D,No Title,,"ROYAL ASIA LAND, INC.",10000,1,GROUP 4,TD,TD-2661,ORIGINAL,10000,1,1850,18500000,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Not Included,BATCH 5,RALI-GROUP 4,More than 10 years,• With pending legal issue/s (Titling Reqts),AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,MAPPED,PLOTTED TECHNICAL DESCRIPTION,,,,17000000,1700,18500000,1850,No Project Allocation,TBD,No ID/Unmapped,,
RALI-0181,CARMONA,MABUHAY,1203,CAD 285-D,No Title,,"ROYAL ASIA LAND, INC.",1212,0.1212,GROUP 4,TD,TD-2660,ORIGINAL,1212,0.1212,1850,2242200,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Not Included,BATCH 6,RALI-GROUP 4,More than 10 years,0,AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,MAPPED,FOR PLOTTING - TECH DESC READY,,,,2060400,1700,2242200,1850,No Project Allocation,TBD,No ID/Unmapped,,
RALI-0182,CARMONA,MABUHAY,1036-H,CAD 285-D,No Title,,JORGE U. SISCAR,1429,0.1429,GROUP 4,TD,TD-2659,ORIGINAL,1429,0.1429,1850,2643650,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Not Included,BATCH 5,RALI-GROUP 4,More than 10 years,• With pending legal issue/s (Titling Reqts),AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,MAPPED,PLOTTED TECHNICAL DESCRIPTION,,,,2429300,1700,2643650,1850,No Project Allocation,TBD,No ID/Unmapped,,
RALI-0183,CARMONA,MABUHAY,1186-B,CAD 285-D,No Title,,"ROYAL ASIA LAND, INC.",13076,1.3076,GROUP 4,TD,TD-2658,ORIGINAL,13076,1.3076,1850,24190600,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Not Included,BATCH 5,RALI-GROUP 4,More than 10 years,• With pending legal issue/s (Titling Reqts),AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,MAPPED,PLOTTED TECHNICAL DESCRIPTION,,,,22229200,1700,24190600,1850,No Project Allocation,TBD,No ID/Unmapped,,
RALI-0184,CARMONA,MABUHAY,1186-D,CAD 285-D,No Title,,"ROYAL ASIA LAND, INC.",13076,1.3076,GROUP 4,TD,TD-2590,ORIGINAL,13076,1.3076,1850,24190600,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Not Included,BATCH 5,RALI-GROUP 4,More than 10 years,• With pending legal issue/s (Titling Reqts),AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,MAPPED,PLOTTED TECHNICAL DESCRIPTION,,,,22229200,1700,24190600,1850,No Project Allocation,TBD,No ID/Unmapped,,
RALI-0185,CARMONA,MILAGROSA,1050,CAD 285-D,No Title,,"ROYAL ASIA LAND, INC.",17454,1.7454,GROUP 4,TD,TD-1756,ORIGINAL,17454,1.7454,1850,32289900,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Included,BATCH 6,RALI-GROUP 4,6-10 Years,0,AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,MAPPED,FOR PLOTTING - TECH DESC READY,,,,29671800,1700,32289900,1850,No Project Allocation,TBD,No ID/Unmapped,,
RALI-0186,CARMONA,LANTIC,1728,CAD 285-D,No Title,,"LEONIDA SANTOS/
PILAR QUIAMSON ET.AL.",26031,2.6031,GROUP 4,TD,TD-3166 (5387),ORIGINAL,26031,2.6031,1850,48157350,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Included,BATCH 1,RALI-GROUP 4,Within 5 years,• With pending legal issue/s (Titling Reqts),AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,MAPPED,FOR PLOTTING - TECH DESC READY,,,,44252700,1700,48157350,1850,R3A,RESIDENTIAL,No ID/Unmapped,,
RALI-0188,CARMONA,MABUHAY,1036-J,CAD 285-D,No Title,,"ROYAL ASIA LAND, INC.",1428,0.1428,GROUP 4,TD,TD-2707,ORIGINAL,1428,0.1428,1850,2641800,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Not Included,BATCH 5,RALI-GROUP 4,More than 10 years,• With pending legal issue/s (Titling Reqts),AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,MAPPED,PLOTTED TECHNICAL DESCRIPTION,,,,2427600,1700,2641800,1850,No Project Allocation,TBD,No ID/Unmapped,,
RALI-0189,CARMONA,MABUHAY,1036-B,CAD 285-D,No Title,,"ROYAL ASIA LAND, INC.",13075,1.3075,GROUP 4,TD,TD-2708,ORIGINAL,13075,1.3075,1850,24188750,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Not Included,BATCH 5,RALI-GROUP 4,More than 10 years,• With pending legal issue/s (Titling Reqts),AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,MAPPED,PLOTTED TECHNICAL DESCRIPTION,,,,22227500,1700,24188750,1850,No Project Allocation,TBD,No ID/Unmapped,,
RALI-0190,CARMONA,LANTIC,1093/1729,,No Title,,ROSARIO LOYOLA,20000,2,GROUP 4,TD,TD-3083,ORIGINAL,20000,2,1850,37000000,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Included,BATCH 1,RALI-GROUP 4,Within 5 years,• With pending legal issue/s (Titling Reqts),AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,MAPPED,FOR PLOTTING - TECH DESC READY,,,,34000000,1700,37000000,1850,R3A,RESIDENTIAL,No ID/Unmapped,,
RALI-0191,CARMONA,LANTIC,1726,,No Title,,LEONIDA M. SANTOS/PILAR QUIAMZON ET.AL.,24057,2.4057,GROUP 4,TD,(5387) TD-3166,ORIGINAL,24057,2.4057,1850,44505450,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Included,BATCH 1,RALI-GROUP 4,Within 5 years,• With pending legal issue/s (Titling Reqts),AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,MAPPED,FOR PLOTTING - TECH DESC READY,,,,40896900,1700,44505450,1850,R3A,RESIDENTIAL,No ID/Unmapped,,
RALI-0192,CARMONA,LANTIC,1092,,No Title,,"GERARDO MEDINA/
PILAR QUIAMZON",40000,4,GROUP 4,TD,(5388) TD-3167,ORIGINAL,40000,4,1850,74000000,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Included,BATCH 1,RALI-GROUP 4,Within 5 years,• With pending legal issue/s (Titling Reqts),AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,MAPPED,FOR PLOTTING - TECH DESC READY,,,,68000000,1700,74000000,1850,R3A,RESIDENTIAL,No ID/Unmapped,,
RALI-0193,CARMONA,LANTIC,1089-A,PSD-91165,T-057-2016042280,,AKL PROPERTIES INC.,58840,5.884,GROUP 4,TITLED,T-235529,ORIGINAL,57840,5.784,1850,107004000,INFUSED,58840,5.884,45261,2023,Waiting for the release of BIR Ruling re: zonal valuation should be based on zonal value at the time the JVA was executed ,"GRP 4 CARMONA, AREA 83,512 SQM",0,AKL,AKL - DOAS,RALI,Included,CAR,AKL-CAR,Within 5 years,Waiting for the release of BIR Ruling re: zonal valuation should be based on zonal value at the time the JVA was executed ,AGRICULTURAL,EXEMPTION,23/12/2022,04-2022-1219-01-228,10/7/2023,,TITLED,UPLOADED ON DRIVE,MAPPED,PLOTTED TECHNICAL DESCRIPTION,,,,100028000,1700,108854000,1850,R5C,RESIDENTIAL,No ID/Unmapped,,
RALI-0194,CARMONA,LANTIC,1626,,No Title,,DIEGO MARTINEZ/EUGENIA VILLANUEVA,44981,4.4981,GROUP 4,TD,TD-3211,ORIGINAL,44981,4.4981,1850,83214850,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Included,BATCH 6,RALI-GROUP 4,Within 5 years,*TD Only,AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,MAPPED,FOR PLOTTING - TECH DESC READY,,,,76467700,1700,83214850,1850,R2C,RESIDENTIAL,No ID/Unmapped,,
RALI-0201,CARMONA,LANTIC,1090,PSU-10541,057-2013034911,,AKL PROPERTIES INC.,24672,2.4672,GROUP 4,TITLED,T-1268590,ORIGINAL,24672,2.4672,1850,45643200,INFUSED,24672,2.4672,45261,2023,Waiting for the release of BIR Ruling re: zonal valuation should be based on zonal value at the time the JVA was executed ,"GRP 4 CARMONA, AREA 83,512 SQM",0,AKL,AKL - DOAS,RALI,Included,CAR,AKL-CAR,Within 5 years,Waiting for the release of BIR Ruling re: zonal valuation should be based on zonal value at the time the JVA was executed ,AGRICULTURAL,EXEMPTION,23/12/2022,04-2022-1219-01-227,14/06/2023,,TITLED,UPLOADED ON DRIVE,MAPPED,FOR REVIEW OF DOCUMENTS - 2ND PRIO REQUEST RALI,,,,41942400,1700,45643200,1850,R5B,RESIDENTIAL,No ID/Unmapped,,
RALI-0210,CARMONA,MABUHAY,1148,AP-04-012173,No Title,,"ROYAL ASIA LAND, INC.",11286,1.1286,GROUP 4,TD,Lot No. 1148,ORIGINAL,11286,1.1286,1850,20879100,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Not Included,BATCH 5,RALI-GROUP 4,More than 10 years,"• With pending legal case (LEONARDO RESTRIVERA, et al. vs MILAGROS ALUMIA AMBAYEC, et al. case)",AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,MAPPED,PLOTTED TECHNICAL DESCRIPTION,,,,19186200,1700,20879100,1850,No Project Allocation,TBD,No ID/Unmapped,,
RALI-0211,CARMONA,MABUHAY,1186-C,,No Title,,FLORENCIA CARDONA,13076,1.3076,GROUP 4,TD,TD-1653,ORIGINAL,13076,1.3076,1850,24190600,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Not Included,BATCH 5,RALI-GROUP 4,More than 10 years,• With pending legal issue/s (Titling Reqts),AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,MAPPED,PLOTTED TECHNICAL DESCRIPTION,,,,22229200,1700,24190600,1850,No Project Allocation,TBD,No ID/Unmapped,,
RALI-0213,CARMONA,LANTIC,48,,057-2018036154,,MERLITA D. MENDOZA,4259,0.4259,GROUP 4,CLOA,CLOA-57,ORIGINAL,4259,0.4259,1850,7879150,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Included,BATCH 1,RALI-GROUP 4,Within 5 years,"• Title illegally transferred to Nelia Fuentebella Gonzalez; under litigation
• Adverse Claims (Laguna West) were cancelled under Entry No. 2022054909.",AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TITLED,NOT ON HAND,MAPPED,FOR PLOTTING - TECH DESC READY,,,,7240300,1700,7879150,1850,R2C,RESIDENTIAL,No ID/Unmapped,,
RALI-0214,CARMONA,LANTIC,176,,057-2016072997,,ALEJANDRA A. APUNTAR,9552,0.9552,GROUP 4,TITLED,T-663505/ 057-2016072997,ORIGINAL,9552,0.9552,1850,17671200,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Included,BATCH 4,RALI-GROUP 4,Within 5 years,"• LBP Annotation with Entry No. 2023080911 not yet cancelled;
• Affidavit of Adverse Claim executed by Juanito Alcedo with Entry No. 1226;
• Issued DAR Order (Land Use Conversion) with Finality dated 23 Feb 2024;
• With pending legal case re Cancellation of Adverse Claim. ",AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TITLED,NOT ON HAND,MAPPED,FOR REVIEW OF DOCUMENTS - 2ND PRIO REQUEST RALI,,,,16238400,1700,17671200,1850,R4C,RESIDENTIAL,No ID/Unmapped,,
RALI-0215,CARMONA,LANTIC,170,,057-2023059338,,AKL PROPERTIES INC.,9255,0.9255,GROUP 4,TITLED,T-663499 / 057-2016072996,ORIGINAL,9255,0.9255,1850,17121750,INFUSED,9255,0.9255,45541,2024,1.  With LBP Annotation.  RALI undertakes to cancel the LBP annotation 6months from the date of effectivity of the New Agrarian Emancipation Act - RA 11953.  The IRR has not been released until now.                                                2. Waiting for the release of BIR Ruling re: zonal valuation should be based on zonal value at the time the JVA was executed ,"GRP 4 CARMONA, AREA 167,704 SQM",0,AKL,AKL - DOAS,RALI,Included,LBP,AKL-LBP,Within 5 years,1.  With LBP Annotation.  RALI undertakes to cancel the LBP annotation 6months from the date of effectivity of the New Agrarian Emancipation Act - RA 11953.  The IRR has not been released until now.                                                2. Waiting for the release of BIR Ruling re: zonal valuation should be based on zonal value at the time the JVA was executed ,AGRICULTURAL,FOR VERIFICATION,,04-2023-1018-01-066,23/02/2024,,TITLED,NOT ON HAND,MAPPED,FOR REVIEW OF DOCUMENTS - 2ND PRIO REQUEST RALI,,,,15733500,1700,17121750,1850,R4A,RESIDENTIAL,No ID/Unmapped,"https://ayalalandsalesinc.sharepoint.com/:f:/r/sites/AKLProperties/Property%20Documents/1.%20ROYAL%20ASIA%20LAND,%20INC/LOT%20170,%20ROYAL%20ASIA%20LAND%20INC?csf=1&web=1&e=rT1hG0",
RALI-0216,CARMONA,LANTIC,155,,057-2023059345,,AKL PROPERTIES INC.,3193,0.3193,GROUP 4,TITLED,T-663535 / 057-2016073003,ORIGINAL,3193,0.3193,1850,5907050,INFUSED,3193,0.3193,45541,2024,1.  With LBP Annotation.  RALI undertakes to cancel the LBP annotation 6months from the date of effectivity of the New Agrarian Emancipation Act - RA 11953.  The IRR has not been released until now.                                                2. Waiting for the release of BIR Ruling re: zonal valuation should be based on zonal value at the time the JVA was executed ,"GRP 4 CARMONA, AREA 167,704 SQM",0,AKL,AKL - DOAS,RALI,Included,LBP,AKL-LBP,Within 5 years,1.  With LBP Annotation.  RALI undertakes to cancel the LBP annotation 6months from the date of effectivity of the New Agrarian Emancipation Act - RA 11953.  The IRR has not been released until now.                                                2. Waiting for the release of BIR Ruling re: zonal valuation should be based on zonal value at the time the JVA was executed ,AGRICULTURAL,FOR VERIFICATION,,04-2023-1018-01-067,23/02/2024,,TITLED,NOT ON HAND,MAPPED,FOR REVIEW OF DOCUMENTS - 2ND PRIO REQUEST RALI,,,,5428100,1700,5907050,1850,R4C,RESIDENTIAL,No ID/Unmapped,"https://ayalalandsalesinc.sharepoint.com/:f:/r/sites/AKLProperties/Property%20Documents/1.%20ROYAL%20ASIA%20LAND,%20INC/LOT%20155,%20ROYAL%20ASIA%20LAND%20INC?csf=1&web=1&e=1F6Yqa",
RALI-0217,CARMONA,LANTIC,159,,057-2023059344,,AKL PROPERTIES INC.,15496,1.5496,GROUP 4,TITLED,T-663519/ 057-2016073001,ORIGINAL,15496,1.5496,1850,28667600,INFUSED,15496,1.5496,45541,2024,1.  With LBP Annotation.  RALI undertakes to cancel the LBP annotation 6months from the date of effectivity of the New Agrarian Emancipation Act - RA 11953.  The IRR has not been released until now.                                                2. Waiting for the release of BIR Ruling re: zonal valuation should be based on zonal value at the time the JVA was executed ,"GRP 4 CARMONA, AREA 167,704 SQM",0,AKL,AKL - DOAS,RALI,Included,LBP,AKL-LBP,Within 5 years,1.  With LBP Annotation.  RALI undertakes to cancel the LBP annotation 6months from the date of effectivity of the New Agrarian Emancipation Act - RA 11953.  The IRR has not been released until now.                                                2. Waiting for the release of BIR Ruling re: zonal valuation should be based on zonal value at the time the JVA was executed ,AGRICULTURAL,FOR VERIFICATION,,04-2023-1018-01-067,23/02/2024,,TITLED,NOT ON HAND,MAPPED,FOR REVIEW OF DOCUMENTS - 2ND PRIO REQUEST RALI,,,,26343200,1700,28667600,1850,R4C,RESIDENTIAL,No ID/Unmapped,"https://ayalalandsalesinc.sharepoint.com/:f:/r/sites/AKLProperties/Property%20Documents/1.%20ROYAL%20ASIA%20LAND,%20INC/LOT%20159,%20ROYAL%20ASIA%20LAND%20INC?csf=1&web=1&e=8ctBoV",
RALI-0218,CARMONA,LANTIC,160,,057-2023059342,,AKL PROPERTIES INC.,8833,0.8833,GROUP 4,TITLED,T-663518/ 057-2016073000,ORIGINAL,8833,0.8833,1850,16341050,INFUSED,8833,0.8833,45541,2024,1.  With LBP Annotation.  RALI undertakes to cancel the LBP annotation 6months from the date of effectivity of the New Agrarian Emancipation Act - RA 11953.  The IRR has not been released until now.                                                2. Waiting for the release of BIR Ruling re: zonal valuation should be based on zonal value at the time the JVA was executed ,"GRP 4 CARMONA, AREA 167,704 SQM",0,AKL,AKL - DOAS,RALI,Included,LBP,AKL-LBP,Within 5 years,1.  With LBP Annotation.  RALI undertakes to cancel the LBP annotation 6months from the date of effectivity of the New Agrarian Emancipation Act - RA 11953.  The IRR has not been released until now.                                                2. Waiting for the release of BIR Ruling re: zonal valuation should be based on zonal value at the time the JVA was executed ,AGRICULTURAL,FOR VERIFICATION,,04-2023-1018-01-067,23/02/2024,,TITLED,NOT ON HAND,MAPPED,FOR REVIEW OF DOCUMENTS - 2ND PRIO REQUEST RALI,,,,15016100,1700,16341050,1850,R4C,RESIDENTIAL,No ID/Unmapped,"https://ayalalandsalesinc.sharepoint.com/:f:/r/sites/AKLProperties/Property%20Documents/1.%20ROYAL%20ASIA%20LAND,%20INC/LOT%20160,%20ROYAL%20ASIA%20LAND%20INC?csf=1&web=1&e=MgVUCa",
